Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Growth rate 2022-2021 in %,Growth rate 2022-2012 in %,Share 2022 in %
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,24.4,-1.8,0.0
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,16.3,0.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.06,0.07,0.08,0.08,0.08,0.07,0.08,0.1,0.09,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.11,0.1,0.09,0.09,0.09,0.1,-0.4,1.4,0.2
Russian Federation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.75,1.73,1.71,1.7,1.78,1.79,1.84,1.86,1.87,1.88,1.64,1.68,1.69,1.71,1.75,1.84,1.7,1.63,1.82,1.78,1.78,1.8,1.67,1.75,1.66,1.62,1.61,1.78,1.69,1.63,1.78,1.77,1.82,1.84,2.01,2.02,1.9,-8.2,1.4,4.6
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,5.7,0.0
USSR,0.87,0.98,0.94,1.11,1.23,1.32,1.34,1.31,1.3,1.41,1.34,1.44,1.56,1.81,1.83,1.96,1.99,1.86,1.92,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.07,0.08,0.06,0.07,0.06,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.07,0.04,0.07,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.06,0.06,0.05,0.05,0.0,5.7,-2.3,0.1
Other CIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.22,0.22,0.31,0.28,0.31,0.3,0.3,0.33,0.34,0.3,0.31,0.28,0.28,0.31,0.31,0.3,0.29,0.33,0.34,0.34,0.33,0.34,0.29,0.29,0.31,0.33,0.33,0.32,0.31,0.29,0.3,0.32,0.34,0.34,0.33,0.33,0.3,-3.0,-0.5,0.8
Total CIS,0.87,0.98,0.94,1.11,1.23,1.32,1.34,1.31,1.3,1.41,1.34,1.44,1.56,1.81,1.83,1.96,1.99,1.86,1.92,2.16,2.07,2.08,2.1,2.18,2.12,2.25,2.25,2.3,2.37,2.41,2.35,2.12,2.11,2.11,2.16,2.22,2.3,2.18,2.15,2.34,2.3,2.27,2.31,2.1,2.19,2.17,2.11,2.1,2.25,2.16,2.09,2.27,2.3,2.33,2.36,2.49,2.5,2.3,-6.8,1.0,5.7
Iran,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.08,0.08,0.09,0.07,0.08,0.06,0.1,0.11,0.07,0.09,0.09,0.06,0.08,0.05,0.04,0.04,0.08,0.1,0.12,0.15,0.19,0.18,0.08,0.07,0.1,0.11,0.12,0.14,0.14,0.13,0.15,0.17,0.09,0.32,0.22,0.14,0.1,-50.1,-5.5,0.2
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.05,0.02,0.06,0.07,0.07,0.08,0.07,0.07,0.07,0.04,0.03,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.03,0.03,0.04,0.03,0.04,0.05,0.03,0.02,0.03,0.02,0.02,0.05,0.04,0.03,0.0,-1.9,-3.3,0.1
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,-3.8,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Middle East,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.0,-0.1,-10.1,0.0
Total Middle East,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.07,0.08,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.15,0.15,0.13,0.16,0.12,0.19,0.21,0.18,0.2,0.2,0.17,0.18,0.13,0.11,0.12,0.18,0.19,0.24,0.25,0.29,0.27,0.14,0.12,0.17,0.18,0.21,0.23,0.19,0.16,0.19,0.2,0.12,0.39,0.28,0.19,0.1,-37.9,-5.8,0.3
Algeria,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.6,-15.4,0.0
Egypt,0.02,0.02,0.02,0.03,0.04,0.05,0.05,0.05,0.05,0.07,0.07,0.09,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.13,0.1,-3.8,0.1,0.3
Morocco,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.0,-57.4,-14.7,0.0
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0,53.1,11.2,0.1
Eastern Africa,0.06,0.08,0.07,0.08,0.08,0.12,0.09,0.12,0.12,0.15,0.16,0.18,0.2,0.19,0.21,0.19,0.2,0.21,0.21,0.2,0.21,0.2,0.17,0.2,0.19,0.23,0.23,0.21,0.22,0.22,0.22,0.22,0.23,0.3,0.31,0.33,0.37,0.4,0.4,0.4,0.42,0.44,0.47,0.46,0.48,0.54,0.55,0.57,0.61,0.64,0.63,0.6,0.62,0.65,0.65,0.69,0.73,0.7,2.6,2.7,1.8
Middle Africa,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.1,0.1,0.1,0.12,0.11,0.11,0.12,0.11,0.1,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.15,0.15,0.16,0.15,0.16,0.16,0.17,0.17,0.17,0.19,0.2,0.2,0.21,0.24,0.27,0.28,0.31,0.3,0.3,0.9,6.2,0.7
Western Africa,0.01,0.01,0.02,0.03,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.07,0.1,0.1,0.1,0.1,0.06,0.05,0.09,0.11,0.1,0.12,0.12,0.13,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.13,0.15,0.16,0.16,0.17,0.15,0.17,0.17,0.15,0.13,0.15,0.15,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.18,0.19,0.21,0.21,0.23,0.2,6.4,3.3,0.6
Other Northern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-13.3,0.0
Other Southern Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,-10.1,-5.0,0.0
Total Africa,0.15,0.17,0.17,0.2,0.24,0.29,0.28,0.32,0.33,0.38,0.4,0.44,0.49,0.49,0.53,0.51,0.53,0.53,0.48,0.47,0.53,0.54,0.52,0.57,0.6,0.61,0.65,0.62,0.6,0.61,0.64,0.66,0.68,0.71,0.75,0.8,0.86,0.89,0.86,0.9,0.92,0.94,0.97,0.98,1.0,1.08,1.1,1.1,1.15,1.21,1.17,1.13,1.2,1.27,1.31,1.4,1.44,1.47,2.5,3.0,3.6
Australia,0.08,0.08,0.08,0.08,0.09,0.11,0.12,0.12,0.13,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.15,0.15,0.14,0.15,0.15,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.13,0.12,0.13,0.14,0.19,0.17,0.19,0.14,0.14,0.17,0.13,0.16,0.13,0.14,0.15,0.16,7.0,-0.5,0.4
Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,13.2,-0.5,0.0
China,0.24,0.24,0.21,0.24,0.25,0.26,0.31,0.35,0.39,0.44,0.46,0.47,0.49,0.46,0.52,0.62,0.7,0.79,0.92,0.92,0.98,1.01,1.06,1.16,1.26,1.35,1.33,1.39,1.62,1.78,2.03,2.0,2.09,2.12,2.09,2.37,2.93,3.03,2.96,3.67,4.09,4.46,4.94,6.44,6.19,7.11,6.83,8.52,8.92,10.33,10.8,11.11,11.16,11.42,12.08,12.5,12.25,12.23,-0.1,3.7,30.1
China Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,0.2,0.21,0.24,0.28,0.31,0.32,0.36,0.34,0.37,0.35,0.42,0.44,0.48,0.6,0.58,0.59,0.63,0.53,0.51,0.57,0.55,0.56,0.52,0.58,0.67,0.71,0.79,0.75,0.75,0.85,0.81,0.74,0.75,0.89,0.88,0.82,0.76,0.72,0.72,1.04,1.0,1.15,1.25,1.17,1.07,1.09,1.31,1.14,1.29,1.36,1.29,1.24,1.3,1.33,1.54,1.55,1.51,1.64,8.7,3.7,4.0
Indonesia,0.02,0.03,0.03,0.04,0.04,0.04,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.05,0.05,0.07,0.07,0.08,0.1,0.09,0.08,0.09,0.09,0.06,0.11,0.11,0.11,0.12,0.1,0.09,0.1,0.11,0.1,0.11,0.12,0.11,0.17,0.12,0.13,0.17,0.15,0.13,0.18,0.18,0.21,0.2,0.23,0.23,0.26,10.1,7.3,0.6
Japan,0.81,0.84,0.73,0.78,0.8,0.8,0.9,0.91,0.71,0.88,0.89,0.89,0.78,0.75,0.86,0.94,0.93,0.87,0.9,0.76,0.88,0.86,0.8,0.96,0.98,0.93,1.01,0.85,0.99,0.69,0.84,0.82,0.92,0.95,0.89,0.9,0.86,0.85,0.97,0.95,0.8,0.91,0.76,0.76,0.71,0.88,0.82,0.76,0.78,0.8,0.83,0.77,0.76,0.77,0.7,0.73,0.75,0.7,-6.3,-0.8,1.7
Malaysia,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.07,0.07,0.06,0.04,0.05,0.08,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.08,0.07,0.06,0.08,0.09,0.12,0.13,0.13,0.19,0.26,0.25,0.25,0.26,0.29,0.31,4.9,12.8,0.8
New Zealand,0.11,0.12,0.12,0.13,0.12,0.13,0.15,0.16,0.16,0.16,0.18,0.16,0.16,0.17,0.2,0.21,0.21,0.19,0.21,0.22,0.21,0.24,0.23,0.24,0.24,0.25,0.24,0.22,0.25,0.28,0.29,0.28,0.25,0.27,0.24,0.26,0.23,0.26,0.25,0.28,0.24,0.24,0.24,0.23,0.24,0.25,0.25,0.23,0.23,0.24,0.24,0.25,0.24,0.25,0.24,0.23,0.23,0.25,8.0,0.9,0.6
Pakistan,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.08,0.09,0.09,0.1,0.11,0.13,0.13,0.14,0.13,0.17,0.18,0.19,0.18,0.19,0.21,0.23,0.23,0.24,0.26,0.2,0.26,0.23,0.19,0.19,0.21,0.26,0.27,0.32,0.31,0.32,0.28,0.29,0.3,0.3,0.11,0.31,0.32,0.32,0.33,0.29,0.28,0.34,0.38,0.35,0.33,-7.2,12.0,0.8
Philippines,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.05,0.06,0.07,0.07,0.06,0.05,0.08,0.08,0.08,0.07,0.08,0.09,0.09,0.1,0.09,0.1,0.1,0.08,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.07,0.09,0.1,8.0,-0.6,0.2
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Korea,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.03,0.05,0.04,0.03,0.05,0.02,0.03,0.03,0.03,0.05,0.04,0.04,0.02,0.03,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.05,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.0,15.5,-1.6,0.1
Sri Lanka,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.06,0.05,0.03,0.07,0.04,0.06,0.04,0.04,0.06,0.05,0.05,0.07,0.07,-1.1,7.5,0.2
Taiwan,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.05,0.04,0.05,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.07,0.06,0.05,0.05,0.07,0.04,0.07,0.04,0.05,0.05,0.05,0.06,0.07,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.04,0.04,0.06,0.05,0.04,0.05,0.03,0.03,0.05,67.6,-0.2,0.1
Thailand,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.02,0.03,0.01,0.03,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.04,0.05,0.07,0.08,0.08,0.05,0.04,0.06,0.07,0.08,0.08,0.06,0.06,0.08,0.08,0.07,0.07,0.05,0.08,0.08,0.05,0.05,0.04,0.03,0.04,0.07,0.06,0.04,0.04,0.06,44.8,-2.9,0.2
Vietnam,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.04,0.06,0.07,0.08,0.08,0.1,0.11,0.13,0.12,0.12,0.15,0.15,0.19,0.19,0.2,0.18,0.17,0.2,0.23,0.26,0.3,0.29,0.41,0.53,0.57,0.61,0.55,0.62,0.84,0.8,0.63,0.69,0.72,0.9,25.9,5.5,2.2
Other Asia Pacific,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.18,0.19,0.2,0.22,0.23,0.24,0.23,0.22,0.22,0.23,0.23,0.22,0.2,0.2,0.21,0.23,0.24,0.24,0.25,0.26,0.28,0.3,0.33,0.35,0.34,0.41,0.47,0.47,0.55,0.53,0.5,0.58,0.61,0.67,0.62,0.69,0.79,0.85,6.9,6.0,2.1
Total Asia Pacific,1.66,1.73,1.63,1.79,1.85,1.92,2.12,2.18,2.07,2.32,2.47,2.48,2.42,2.52,2.74,2.91,3.08,3.01,3.19,3.19,3.41,3.49,3.48,3.85,4.13,4.25,4.37,4.27,4.69,4.72,5.15,5.04,5.07,5.39,5.33,5.55,6.03,6.08,6.21,7.25,7.5,8.21,8.67,10.09,9.73,10.97,11.1,12.46,13.44,14.86,15.19,15.7,16.04,16.45,17.0,17.63,17.54,17.94,2.3,3.7,44.1
Total World,9.83,10.47,10.71,11.28,11.94,12.5,13.06,13.68,13.87,15.24,15.42,15.36,15.88,17.19,18.05,18.43,18.83,19.17,19.99,20.67,21.07,21.35,21.64,22.34,22.22,22.98,23.51,23.51,24.93,25.08,26.44,26.79,27.27,27.48,27.68,28.17,27.27,27.6,27.39,29.22,30.01,30.96,31.28,32.89,32.64,34.27,34.69,35.95,37.17,37.93,37.61,38.69,39.0,39.91,40.27,41.21,40.4,40.68,0.7,1.2,100.0
of which: OECD,7.65,8.08,8.3,8.53,8.93,9.19,9.57,9.99,10.01,10.98,10.99,10.6,10.68,11.44,11.94,11.86,12.04,12.37,12.91,12.95,12.93,12.87,12.89,13.05,12.71,13.12,13.28,13.14,13.95,13.5,14.43,14.81,15.08,14.73,14.87,14.91,13.74,13.9,13.56,13.8,13.83,13.99,13.54,14.02,13.76,14.06,14.34,14.3,14.38,14.09,13.88,14.07,13.96,14.18,13.8,14.13,13.66,13.22,-3.3,-0.8,32.5
                 Non-OECD,2.18,2.39,2.41,2.75,3.01,3.32,3.49,3.69,3.86,4.26,4.43,4.76,5.2,5.74,6.11,6.57,6.79,6.8,7.08,7.72,8.14,8.48,8.75,9.28,9.51,9.86,10.23,10.37,10.97,11.58,12.01,11.98,12.18,12.75,12.82,13.26,13.53,13.7,13.82,15.42,16.18,16.97,17.74,18.88,18.88,20.22,20.35,21.65,22.78,23.84,23.73,24.62,25.05,25.72,26.46,27.08,26.74,27.46,2.7,2.4,67.5
                 European Union #,2.25,2.45,2.37,2.41,2.37,2.5,2.48,2.61,2.59,2.8,2.82,2.46,3.27,3.19,3.34,3.17,3.13,3.08,3.14,3.18,3.24,3.06,3.36,3.55,2.9,3.03,3.17,3.31,3.39,3.49,3.48,3.46,3.57,3.68,3.66,3.79,3.97,3.33,3.2,3.38,3.17,3.19,3.15,3.31,3.32,3.74,3.05,3.26,3.6,3.6,3.25,3.32,2.81,3.26,3.01,3.27,3.27,2.6,-20.6,-2.3,6.4
